Course Name,Course Summary,Abstract,Description,ECTS,Semester,Language,Exam,Teacher,Programme,Single Subject,Guest Students
(Discontinued) Project: Service Design (Autumn 2021),,,,0,Autumn 2021,,,,K-DDK:MSc in Digital Design and Communication,No,No
(Discontinued) Projektarbejde og kommunikation (Autumn 2020),,,,0,Autumn 2020,,,,B-SWU:Bachelor of Science in Software Development,No,No
(Discontinued) Prototyping af interaktive teknologier (Autumn 2021),,,,0,Autumn 2021,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Discontinued) Reflections on IT (Spring 2023),,,,0,Spring 2023,,,,B-SWU:BSc in Software Development,No,No
(Discontinued) Research Topics in Interaction Design (Autumn 2020),,,,0,Autumn 2020,,,,K-DDK:Master of Science in Information Technology (Digital Design and Communication),No,No
(Discontinued) Second Year Project (Introduction to Natural Language Processing and Deep Learning) (Spring 2024),,,,0,Spring 2024,,,,B-DS:BSc in Data Science,No,No
(Discontinued) Second Year Project: Functional Programming (Spring 2022),,,,0,Spring 2022,,,,B-SWU:BSc in Software Development,No,No
"(Discontinued) Second Year Project: Software Development in Large Teams (7,5 ECTS) (Spring 2023)",,,,0,Spring 2023,,,,B-SWU:BSc in Software Development,No,No
"(Discontinued) Security 1, BSc (Autumn 2025)",,,,0,Autumn 2025,,,,B-SWU:BSc in Software Development,No,No
(Discontinued) Security 2 (Autumn 2023),,,,0,Autumn 2023,,,,K-SDT:MSc in Software Development,No,No
(Discontinued) Security 2 (Spring 2023),,,,0,Spring 2023,,,,K-CS:MSc in Computer Science,No,No
"(Discontinued) Security, BSc (Spring 2022)",,,,0,Spring 2022,,,,B-SWU:BSc in Software Development,No,No
"(Discontinued) Security, MSc (Autumn 2019)",,,,0,Autumn 2019,,,,K-SDT:MSc Software Development,No,No
(Discontinued) Situating Interactions (Autumn 2025),,,,0,Autumn 2025,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Discontinued) Social Media Usage (Autumn 2021),,,,0,Autumn 2021,,,,K-DDK:MSc in Digital Design and Communication,No,No
(Discontinued) Society and Technology (Autumn 2024),,,,0,Autumn 2024,,,,B-GBI:BSc in Global Business Informatics,No,No
"(Discontinued) Software Architecture, MSc (Autumn 2019)",,,,0,Autumn 2019,,,,K-SDT:MSc Software Development,No,No
"(Discontinued) Software Architecture, Master (Professional education) (Autumn 2020)",,,,0,Autumn 2020,,,,M-SE:Master of IT (Software Engineering),No,No
"(Discontinued) Software Architecture, Master (Professional education) (Spring 2022)",,,,0,Spring 2022,,,,M-SE:Master in Software Engineering,No,No
(Discontinued) Software Development and Software Engineering (Autumn 2025),,,,0,Autumn 2025,,,,B-DS:BSc in Data Science,No,No
(Discontinued) Software Engineering and Software Qualities (Autumn 2019),,,,0,Autumn 2019,,,,K-SDT:MSc Software Development,No,No
(Discontinued) Sourcing - Systemanskaffelse (Spring 2021),,,,0,Spring 2021,,,,M-ILM:Master of IT (IT Leadership and Management),No,No
(Discontinued) Strategisk kommunikation (Spring 2020),,,,0,Spring 2020,,,,K-DDK:Master of Science in Information Technology (Digital Design and Communication),No,No
(Discontinued) Systematisk design af brugergrænseflader (Spring 2022),,,,0,Spring 2022,,,,B-SWU:BSc in Software Development,No,No
(Discontinued) Thesis Preparation - Games (Autumn 2020),,,,0,Autumn 2020,,,,K-GAMES:Master of Science in Information Technology (Games),No,No
(Discontinued) Thesis Preparation DDK (Autumn 2021),,,,0,Autumn 2021,,,,K-DDK:MSc in Digital Design and Communication,No,No
(Discontinued) Thesis Preparation DDK (Spring 2021),,,,0,Spring 2021,,,,K-DDK:Master of Science in Information Technology (Digital Design and Communication),No,No
(Discontinued) Thesis Preparation DDK.dublet (Autumn 2019),,,,0,Autumn 2019,,,,K-DDK:Master of Science in Information Technology (Digital Design and Communication),No,No
(Discontinued) Thesis Preparation SDT (Autumn 2019),,,,0,Autumn 2019,,,,K-SDT:MSc Software Development,No,No
(Discontinued) Thesis Preparation SDT (Spring 2020),,,,0,Spring 2020,,,,K-SDT:MSc Software Development,No,No
(Discontinued) Topics in Artificial Intelligence (Summer University) (Spring 2023),,,,0,Spring 2023,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Discontinued) Transmedial Storytelling (Autumn 2020),,,,0,Autumn 2020,,,,K-DDK:Master of Science in Information Technology (Digital Design and Communication),No,No
(Discontinued) UX Design I (Spring 2026),,,,0,Spring 2026,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Discontinued) UX Design II (Autumn 2025),,,,0,Autumn 2025,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Discontinued) UX and Interface Design (Autumn 2020),,,,0,Autumn 2020,,,,B-DDIT:Bachelor of Science in Digital Design and Interactive Technologies,No,No
(Discontinued) User Experience (Autumn 2020),,,,0,Autumn 2020,,,,K-DDK:Master of Science in Information Technology (Digital Design and Communication),No,No
(Discontinued) User Interface Design (Spring 2026),,,,0,Spring 2026,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Discontinued) User-centered Communication Design (Autumn 2020),,,,0,Autumn 2020,,,,K-DDK:Master of Science in Information Technology (Digital Design and Communication),No,No
"(Discontinued) Videregående akademisk projekt, Kvalifikationsforløb til master, IT-ledelse (Spring 2022)",,,,0,Spring 2022,,,,I-KV-ILM:Qualification Process for Master in IT Leadership and Management,No,No
(Discontinued) Visionær ledelse i den datadrevne organisation (Spring 2025),,,,0,Spring 2025,,,,M-ILM:Master in IT Management,No,No
(Discontinued) Værdier og etik i design (Autumn 2022),,,,0,Autumn 2022,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Discontinued) Writing Innovation Studio (Spring 2021),,,,0,Spring 2021,,,,K-DIM:Master of Science in Information Technology (Digital Innovation and Management),No,No
(Not offered) Advanced Data Systems (Autumn 2025),,,,0,Autumn 2025,,,,K-CS:MSc in Computer Science,No,No
(Not offered) Advanced Machine Learning (Autumn 2025),,,,0,Autumn 2025,,,,K-CS:MSc in Computer Science,No,No
(Not offered) Advanced Robotics (Autumn 2025),,,,0,Autumn 2025,,,,K-CS:MSc in Computer Science,No,No
(Not offered) Advanced Security (Autumn 2025),,,,0,Autumn 2025,,,,K-CS:MSc in Computer Science,No,No
"(Not offered) Advanced Software Engineering, Master (Professional education) (Spring 2020)",,,,0,Spring 2020,,,,M-SE:Master of IT (Software Engineering),No,No
"(Not offered) Advanced Software Engineering, Master (Professional education) (Spring 2021)",,,,0,Spring 2021,,,,M-SE:Master of IT (Software Engineering),No,No
(Not offered) Affect and Soma in Design (Autumn 2022),,,,0,Autumn 2022,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Not offered) Affect and Soma in Design (Autumn 2023),,,,0,Autumn 2023,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Not offered) Algorithms for Game Development (Spring 2023),,,,0,Spring 2023,,,,K-GAMES:MSc in Games,No,No
(Not offered) Algorithms for Game Development (Spring 2024),,,,0,Spring 2024,,,,K-GAMES:MSc in Games,No,No
(Not offered) Algorithms for Game Development (Spring 2025),,,,0,Spring 2025,,,,K-GAMES:MSc in Games,No,No
(Not offered) Algorithms for Games Development (Spring 2022),,,,0,Spring 2022,,,,K-GAMES:MSc in Games,No,No
(Not offered) Applied Information Security (Summer University) (Spring 2024),,,,0,Spring 2024,,,,K-SD:MSc in Software Design,No,No
"(Not offered) Applied Statistics (7,5 ECTS) (Spring 2025)",,,,0,Spring 2025,,,,B-DS:BSc in Data Science,No,No
(Not offered) Concept Development with Industry (Spring 2020),,,,0,Spring 2020,,,,B-DMD:Bachelor of Science in Digital Media and Design,No,No
(Not offered) Creative Data Visualisation (Summer University) (Spring 2025),,,,0,Spring 2025,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
"(Not offered) Cryptographic Computation and Blockchain, BSc (Spring 2025)",,,,0,Spring 2025,,,,B-SWU:BSc in Software Development,No,No
"(Not offered) Cryptographic Computation and Blockchain, BSc (Spring 2026)",,,,0,Spring 2026,,,,B-SWU:BSc in Software Development,No,No
"(Not offered) Cryptographic Computation and Blockchain, MSc (Spring 2025)",,,,0,Spring 2025,,,,K-CS:MSc in Computer Science,No,No
"(Not offered) Cryptographic Computation and Blockchain, MSc (Spring 2026)",,,,0,Spring 2026,,,,K-CS:MSc in Computer Science,No,No
(Not offered) Data Design (Summer University) (Spring 2021),,,,0,Spring 2021,,,,K-DDIT:Master of Science in Information Technology (Digital Design and Interactive Technologies),No,No
(Not offered) Data Design (Summer University) (Spring 2022),,,,0,Spring 2022,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Not offered) Data Security and Privacy (Spring 2023),,,,0,Spring 2023,,,,M-SMIT:Separate Modules in Informatics Teaching,No,No
(Not offered) Data Security and Privacy (Spring 2024),,,,0,Spring 2024,,,,M-SMIT:Separate Modules in Informatics Teaching,No,No
(Not offered) Design og udvikling af netværkskulturer (Autumn 2021),,,,0,Autumn 2021,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Not offered) Digital Design and Interactive Technologies - Foundations (Autumn 2024),,,,0,Autumn 2024,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Not offered) Digital Platforms (Autumn 2023),,,,0,Autumn 2023,,,,B-GBI:BSc in Global Business Informatics,No,No
(Not offered) Digitale brugerstudier (Spring 2022),,,,0,Spring 2022,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Not offered) Digitale trends og nye perspektiver - Studietur (Autumn 2022),,,,0,Autumn 2022,,,,M-ILM:Master in IT Management,No,No
(Not offered) Digitalisering i det offentlige (Autumn 2024),,,,0,Autumn 2024,,,,M-ILM:Master in IT Management,No,No
(Not offered) Digitalt materiale og interaktive artefakter (Autumn 2025),,,,0,Autumn 2025,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Not offered) Digitalt materiale og interaktive artefakter (Spring 2021),,,,0,Spring 2021,,,,B-DDIT:Bachelor of Science in Digital Design and Interactive Technologies,No,No
(Not offered) Digitalt materiale og interaktive artefakter (Spring 2022),,,,0,Spring 2022,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Not offered) Digitalt materiale og interaktive artefakter (Spring 2023),,,,0,Spring 2023,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Not offered) Digitalt materiale og interaktive artefakter (Spring 2024),,,,0,Spring 2024,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Not offered) Digitalt materiale og interaktive artefakter (Spring 2025),,,,0,Spring 2025,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
"(Not offered) Domain Specific Languages, SEN (Spring 2020)",,,,0,Spring 2020,,,,M-SE:Master of IT (Software Engineering),No,No
"(Not offered) Domain Specific Languages, SEN (Spring 2021)",,,,0,Spring 2021,,,,M-SE:Master of IT (Software Engineering),No,No
"(Not offered) Enterprise Architecture, Master (Spring 2020)",,,,0,Spring 2020,,,,M-SE:Master of IT (Software Engineering),No,No
"(Not offered) Enterprise Architecture, Master (Spring 2021)",,,,0,Spring 2021,,,,M-SE:Master of IT (Software Engineering),No,No
(Not offered) Entrepreneurship (Summer University) (Spring 2021),,,,0,Spring 2021,,,,B-DDIT:Bachelor of Science in Digital Design and Interactive Technologies,No,No
(Not offered) Entrepreneurship (Summer University) (Spring 2022),,,,0,Spring 2022,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Not offered) Entrepreneurship and Business Decisions (Autumn 2021),,,,0,Autumn 2021,,,,B-GBI:BSc in Global Business Informatics,No,No
(Not offered) Experimental Design in Practice (Summer University) (Spring 2021),,,,0,Spring 2021,,,,K-DDIT:Master of Science in Information Technology (Digital Design and Interactive Technologies),No,No
(Not offered) Experimental Design in Practice (Summer University) (Spring 2022),,,,0,Spring 2022,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Not offered) Forandringsledelse og implementering (Spring 2024),,,,0,Spring 2024,,,,M-ILM:Master in IT Management,No,No
(Not offered) Fremtidens bæredygtige virksomheder (Spring 2024),,,,0,Spring 2024,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Not offered) How to make (almost) anything (Autumn 2020),,,,0,Autumn 2020,,,,K-SDT:Master of Science in Information Technology (Software Development),No,No
(Not offered) How to make (almost) anything (Autumn 2021),,,,0,Autumn 2021,,,,K-SDT:MSc in Software Development,No,No
(Not offered) IT og bæredygtighed (Spring 2023),,,,0,Spring 2023,,,,M-ILM:Master in IT Management,No,No
(Not offered) IT og bæredygtighed (Spring 2024),,,,0,Spring 2024,,,,M-ILM:Master in IT Management,No,No
(Not offered) IT og bæredygtighed (Spring 2025),,,,0,Spring 2025,,,,M-ILM:Master in IT Management,No,No
(Not offered) Industry Projects (Autumn 2020),,,,0,Autumn 2020,,,,B-DMD:Bachelor of Science in Digital Media and Design,No,No
(Not offered) Industry Projects (Autumn 2021),,,,0,Autumn 2021,,,,B-DMD:BSc in Digital Media and Design,No,No
(Not offered) Industry Projects (Autumn 2022),,,,0,Autumn 2022,,,,B-DMD:BSc in Digital Media and Design,No,No
(Not offered) Industry Projects (Autumn 2023),,,,0,Autumn 2023,,,,B-DMD:BSc in Digital Media and Design,No,No
"(Not offered) Introducerende akademisk projekt, Kvalifikationsforløb til master (Autumn 2020)",,,,0,Autumn 2020,,,,I-KV-ILM:Qualification Process for Master in IT Leadership and Management,No,No
"(Not offered) Introducerende akademisk projekt, Kvalifikationsforløb til master (Autumn 2021)",,,,0,Autumn 2021,,,,I-KV-ILM:Qualification Process for Master in IT Leadership and Management,No,No
"(Not offered) Introduction to Image Analysis and Machine Learning, MSc (Spring 2020)",,,,0,Spring 2020,,,,K-SD:Master of Science in Information Technology (Software Design),No,No
"(Not offered) Introduction to Image Analysis and Machine Learning, MSc (Spring 2021)",,,,0,Spring 2021,,,,K-SD:Master of Science in Information Technology (Software Design),No,No
(Not offered) Introduction to Machine Learning (Spring 2023),,,,0,Spring 2023,,,,K-CS:MSc in Computer Science,No,No
(Not offered) Introduction to Machine Learning (Spring 2024),,,,0,Spring 2024,,,,K-CS:MSc in Computer Science,No,No
(Not offered) Introduction to Machine Learning (Spring 2025),,,,0,Spring 2025,,,,K-CS:MSc in Computer Science,No,No
(Not offered) Introduction to Machine Learning (Spring 2026),,,,0,Spring 2026,,,,K-CS:MSc in Computer Science,No,No
(Not offered) Leadership and Strategies for the Blockchain Economy (Autumn 2020),,,,0,Autumn 2020,,,,M-ILM:Master of IT (IT Leadership and Management),No,No
(Not offered) Leadership and Strategies for the Blockchain Economy (Autumn 2021),,,,0,Autumn 2021,,,,M-ILM:Master in IT Management,No,No
(Not offered) Leadership and Strategies for the Blockchain Economy (Spring 2024),,,,0,Spring 2024,,,,M-ILM:Master in IT Management,No,No
(Not offered) Leadership and Strategies for the Blockchain Economy (Spring 2025),,,,0,Spring 2025,,,,M-ILM:Master in IT Management,No,No
(Not offered) Ledelse af kreative projekter (Autumn 2022),,,,0,Autumn 2022,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Not offered) Ledelse af kreative projekter (Autumn 2023),,,,0,Autumn 2023,,,,K-DDIT:MSc in Digital Design and Interactive Technologies,No,No
(Not offered) Natural Language Processing and Deep Learning (Autumn 2020),,,,0,Autumn 2020,,,,K-SDT:Master of Science in Information Technology (Software Development),No,No
(Not offered) Natural Language Processing and Deep Learning (Autumn 2021),,,,0,Autumn 2021,,,,K-SDT:MSc in Software Development,No,No
(Not offered) Organisation og innovation (Spring 2024),,,,0,Spring 2024,,,,M-ILM:Master in IT Management,No,No
(Not offered) Perspectives on Games (Autumn 2025),,,,0,Autumn 2025,,,,K-GAMES:MSc in Games,No,No
"(Not offered) Philosophy of Science and Technology, DMD/B-DDIT (Spring 2020)",,,,0,Spring 2020,,,,B-DMD:Bachelor of Science in Digital Media and Design,No,No
"(Not offered) Philosophy of Science and Technology, DMD/B-DDIT (Spring 2021)",,,,0,Spring 2021,,,,B-DMD:Bachelor of Science in Digital Media and Design,No,No
"(Not offered) Philosophy of Science and Technology, DMD/B-DDIT (Spring 2022)",,,,0,Spring 2022,,,,B-DMD:BSc in Digital Media and Design,No,No
"(Not offered) Philosophy of Science and Technology, DMD/B-DDIT (Spring 2023)",,,,0,Spring 2023,,,,B-DMD:BSc in Digital Media and Design,No,No
"(Not offered) Philosophy of Science and Technology, DMD/B-DDIT (Spring 2024)",,,,0,Spring 2024,,,,B-DMD:BSc in Digital Media and Design,No,No
(Not offered) Physical Computing (Autumn 2021),,,,0,Autumn 2021,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Not offered) Physical Computing (Autumn 2022),,,,0,Autumn 2022,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
(Not offered) Physical Computing (Autumn 2023),,,,0,Autumn 2023,,,,B-DDIT:BSc in Digital Design and Interactive Technologies,No,No
